Time,Load
635.0000025,2.00E+13
635.0006,2.00E+13
635.0006025,0
640,0
640.0000025,2.00E+13
640.0006,2.00E+13
640.0006025,0
645,0
645.0000025,2.00E+13
645.0006,2.00E+13
645.0006025,0
650,0
650.0000025,2.00E+13
650.0006,2.00E+13
650.0006025,0
655,0
655.0000025,2.00E+13
655.0006,2.00E+13
655.0006025,0
660,0
660.0000025,2.00E+13
660.0006,2.00E+13
660.0006025,0
665,0
665.0000025,2.00E+13
665.0006,2.00E+13
665.0006025,0
670,0
670.0000025,2.00E+13
670.0006,2.00E+13
670.0006025,0
675,0
675.0000025,2.00E+13
675.0006,2.00E+13
675.0006025,0
680,0
680.0000025,2.00E+13
680.0006,2.00E+13
680.0006025,0
685,0
685.0000025,2.00E+13
685.0006,2.00E+13
685.0006025,0
690,0
690.0000025,2.00E+13
690.0006,2.00E+13
690.0006025,0
695,0
695.0000025,2.00E+13
695.0006,2.00E+13
695.0006025,0
700,0
700.0000025,2.00E+13
700.0006,2.00E+13
700.0006025,0
705,0
705.0000025,2.00E+13
705.0006,2.00E+13
705.0006025,0
710,0
710.0000025,2.00E+13
710.0006,2.00E+13
710.0006025,0
715,0
715.0000025,2.00E+13
715.0006,2.00E+13
715.0006025,0
720,0
720.0000025,2.00E+13
720.0006,2.00E+13
720.0006025,0
725,0
725.0000025,2.00E+13
725.0006,2.00E+13
725.0006025,0
730,0
730.0000025,2.00E+13
730.0006,2.00E+13
730.0006025,0
735,0
735.0000025,2.00E+13
735.0006,2.00E+13
735.0006025,0
740,0
740.0000025,2.00E+13
740.0006,2.00E+13
740.0006025,0
745,0
745.0000025,2.00E+13
745.0006,2.00E+13
745.0006025,0
750,0
750.0000025,2.00E+13
750.0006,2.00E+13
750.0006025,0
755,0
755.0000025,2.00E+13
755.0006,2.00E+13
755.0006025,0
760,0
760.0000025,2.00E+13
760.0006,2.00E+13
760.0006025,0
765,0
765.0000025,2.00E+13
765.0006,2.00E+13
765.0006025,0
770,0
770.0000025,2.00E+13
770.0006,2.00E+13
770.0006025,0
775,0
775.0000025,2.00E+13
775.0006,2.00E+13
775.0006025,0
780,0
780.0000025,2.00E+13
780.0006,2.00E+13
780.0006025,0
785,0
785.0000025,2.00E+13
785.0006,2.00E+13
785.0006025,0
790,0
790.0000025,2.00E+13
790.0006,2.00E+13
790.0006025,0
795,0
795.0000025,2.00E+13
795.0006,2.00E+13
795.0006025,0
800,0
800.0000025,2.00E+13
800.0006,2.00E+13
800.0006025,0
805,0
805.0000025,2.00E+13
805.0006,2.00E+13
805.0006025,0
810,0
810.0000025,2.00E+13
810.0006,2.00E+13
810.0006025,0
815,0
815.0000025,2.00E+13
815.0006,2.00E+13
815.0006025,0
820,0
820.0000025,2.00E+13
820.0006,2.00E+13
820.0006025,0
825,0
825.0000025,2.00E+13
825.0006,2.00E+13
825.0006025,0
830,0
830.0000025,2.00E+13
830.0006,2.00E+13
830.0006025,0
835,0
835.0000025,2.00E+13
835.0006,2.00E+13
835.0006025,0
840,0
840.0000025,2.00E+13
840.0006,2.00E+13
840.0006025,0
845,0
845.0000025,2.00E+13
845.0006,2.00E+13
845.0006025,0
850,0
850.0000025,2.00E+13
850.0006,2.00E+13
850.0006025,0
855,0
855.0000025,2.00E+13
855.0006,2.00E+13
855.0006025,0
860,0
860.0000025,2.00E+13
860.0006,2.00E+13
860.0006025,0
865,0
865.0000025,2.00E+13
865.0006,2.00E+13
865.0006025,0
870,0
870.0000025,2.00E+13
870.0006,2.00E+13
870.0006025,0
875,0
875.0000025,2.00E+13
875.0006,2.00E+13
875.0006025,0
880,0
880.0000025,2.00E+13
880.0006,2.00E+13
880.0006025,0
885,0
885.0000025,2.00E+13
885.0006,2.00E+13
885.0006025,0
890,0
890.0000025,2.00E+13
890.0006,2.00E+13
890.0006025,0
895,0
895.0000025,2.00E+13
895.0006,2.00E+13
895.0006025,0
900,0
900.0000025,2.00E+13
900.0006,2.00E+13
900.0006025,0
905,0
905.0000025,2.00E+13
905.0006,2.00E+13
905.0006025,0
910,0
910.0000025,2.00E+13
910.0006,2.00E+13
910.0006025,0
915,0
915.0000025,2.00E+13
915.0006,2.00E+13
915.0006025,0
920,0
920.0000025,2.00E+13
920.0006,2.00E+13
920.0006025,0
925,0
925.0000025,2.00E+13
925.0006,2.00E+13
925.0006025,0
930,0
930.0000025,2.00E+13
930.0006,2.00E+13
930.0006025,0
935,0
935.0000025,2.00E+13
935.0006,2.00E+13
935.0006025,0
940,0
940.0000025,2.00E+13
940.0006,2.00E+13
940.0006025,0
945,0
945.0000025,2.00E+13
945.0006,2.00E+13
945.0006025,0
950,0
950.0000025,2.00E+13
950.0006,2.00E+13
950.0006025,0
955,0
955.0000025,2.00E+13
955.0006,2.00E+13
955.0006025,0
960,0
960.0000025,2.00E+13
960.0006,2.00E+13
960.0006025,0
965,0
965.0000025,2.00E+13
965.0006,2.00E+13
965.0006025,0
970,0
970.0000025,2.00E+13
970.0006,2.00E+13
970.0006025,0
975,0
975.0000025,2.00E+13
975.0006,2.00E+13
975.0006025,0
980,0
980.0000025,2.00E+13
980.0006,2.00E+13
980.0006025,0
985,0
985.0000025,2.00E+13
985.0006,2.00E+13
985.0006025,0
990,0
990.0000025,2.00E+13
990.0006,2.00E+13
990.0006025,0
995,0
995.0000025,2.00E+13
995.0006,2.00E+13
995.0006025,0
1000,0
1000.000003,2.00E+13
1000.0006,2.00E+13
1000.000603,0
1005,0
1005.000003,2.00E+13
1005.0006,2.00E+13
1005.000603,0
1010,0
1010.000003,2.00E+13
1010.0006,2.00E+13
1010.000603,0
1015,0
1015.000003,2.00E+13
1015.0006,2.00E+13
1015.000603,0
1020,0
1020.000003,2.00E+13
1020.0006,2.00E+13
1020.000603,0
1025,0
1025.000003,2.00E+13
1025.0006,2.00E+13
1025.000603,0
1030,0
1030.000003,2.00E+13
1030.0006,2.00E+13
1030.000603,0
1035,0
1035.000003,2.00E+13
1035.0006,2.00E+13
1035.000603,0
1040,0
1040.000003,2.00E+13
1040.0006,2.00E+13
1040.000603,0
1045,0
1045.000003,2.00E+13
1045.0006,2.00E+13
1045.000603,0
1050,0
1050.000003,2.00E+13
1050.0006,2.00E+13
1050.000603,0
1055,0
1055.000003,2.00E+13
1055.0006,2.00E+13
1055.000603,0
1060,0
1060.000003,2.00E+13
1060.0006,2.00E+13
1060.000603,0
1065,0
1065.000003,2.00E+13
1065.0006,2.00E+13
1065.000603,0
1070,0
1070.000003,2.00E+13
1070.0006,2.00E+13
1070.000603,0
1075,0
1075.000003,2.00E+13
1075.0006,2.00E+13
1075.000603,0
1080,0
1080.000003,2.00E+13
1080.0006,2.00E+13
1080.000603,0
1085,0
1085.000003,2.00E+13
1085.0006,2.00E+13
1085.000603,0
1090,0
1090.000003,2.00E+13
1090.0006,2.00E+13
1090.000603,0
1095,0
1095.000003,2.00E+13
1095.0006,2.00E+13
1095.000603,0
1100,0
1100.000003,2.00E+13
1100.0006,2.00E+13
1100.000603,0
1105,0
1105.000003,2.00E+13
1105.0006,2.00E+13
1105.000603,0
1110,0
1110.000003,2.00E+13
1110.0006,2.00E+13
1110.000603,0
1115,0
1115.000003,2.00E+13
1115.0006,2.00E+13
1115.000603,0
1120,0
1120.000003,2.00E+13
1120.0006,2.00E+13
1120.000603,0
1125,0
1125.000003,2.00E+13
1125.0006,2.00E+13
1125.000603,0
1130,0
1130.000003,2.00E+13
1130.0006,2.00E+13
1130.000603,0
1135,0
1135.000003,2.00E+13
1135.0006,2.00E+13
1135.000603,0
1140,0
1140.000003,2.00E+13
1140.0006,2.00E+13
1140.000603,0
1145,0
1145.000003,2.00E+13
1145.0006,2.00E+13
1145.000603,0
1150,0
1150.000003,2.00E+13
1150.0006,2.00E+13
1150.000603,0
1155,0
1155.000003,2.00E+13
1155.0006,2.00E+13
1155.000603,0
1160,0
1160.000003,2.00E+13
1160.0006,2.00E+13
1160.000603,0
